"","unique_squirrel_id","hectare","shift","date","hectare_squirrel_number","age","primary_fur_color","highlight_fur_color","combination_of_primary_and_highlight_color","location","lat_long","long","lat","activity","reaction","sounds"
"2232","39D-PM-1012-04","39D","2",2018-10-12,4,"2","1","White","Gray+White","2","POINT (-73.95662777215811 40.7966674587803)",-73.9566277721581,40.7966674587803,"4","1","0"
"2233","3E-AM-1006-08","03E","1",2018-10-06,8,"1","1","Cinnamon","Gray+Cinnamon","2","POINT (-73.9754709117681 40.7681421869407)",-73.9754709117681,40.7681421869407,"2","3","0"
"2234","3H-PM-1014-03","03H","2",2018-10-14,3,"1","2","Gray","Cinnamon+Gray","1","POINT (-73.9734741818047 40.766328451425)",-73.9734741818047,40.766328451425,"3","2","0"
"2235","7D-PM-1010-01","07D","2",2018-10-10,1,"1","1","White","Gray+White","1","POINT (-73.9748522796455 40.7719586621003)",-73.9748522796455,40.7719586621003,"1","0","0"
"2236","32E-AM-1007-11","32E","1",2018-10-07,11,"1","1",NA,"Gray+","1","POINT (-73.9597845469964 40.7906179303448)",-73.9597845469964,40.7906179303448,"5","0","0"
"2237","14D-PM-1019-13","14D","2",2018-10-19,13,"1","1",NA,"Gray+","0","POINT (-73.9708225719705 40.7772497804149)",-73.9708225719705,40.7772497804149,"0","0","0"
"2238","41E-AM-1007-03","41E","1",2018-10-07,3,"1","1",NA,"Gray+","1","POINT (-73.9536198726174 40.7980135102228)",-73.9536198726174,40.7980135102228,"3","1","0"
"2239","21D-AM-1008-06","21D","1",2018-10-08,6,"1","1",NA,"Gray+","1","POINT (-73.9668922014699 40.7823535653774)",-73.9668922014699,40.7823535653774,"3","2","0"
"2240","16D-PM-1010-05","16D","2",2018-10-10,5,"1","1",NA,"Gray+","1","POINT (-73.9697787673802 40.7781746195436)",-73.9697787673802,40.7781746195436,"1","2","0"
"2241","30H-AM-1007-03","30H","1",2018-10-07,3,"1","2",NA,"Cinnamon+","1","POINT (-73.9575258627966 40.787715550749)",-73.9575258627966,40.787715550749,"3","1","0"
"2242","40D-AM-1013-06","40D","1",2018-10-13,6,"1","1","Cinnamon","Gray+Cinnamon","2","POINT (-73.9565824187667 40.797312050952)",-73.9565824187667,40.797312050952,"1","2","1"
"2243","37D-PM-1014-02","37D","2",2018-10-14,2,"1","1",NA,"Gray+","2","POINT (-73.95799670473181 40.7948682042252)",-73.9579967047318,40.7948682042252,"4","0","0"
"2244","42H-PM-1014-01","42H","2",2018-10-14,1,"1","2","Gray","Cinnamon+Gray","2","POINT (-73.9509628195532 40.7977775674178)",-73.9509628195532,40.7977775674178,"0","2","0"
"2245","3D-AM-1006-05","03D","1",2018-10-06,5,"1","2","Gray","Cinnamon+Gray","1","POINT (-73.9774228454023 40.7686399839016)",-73.9774228454023,40.7686399839016,"1","2","0"
"2246","12E-AM-1017-04","12E","1",2018-10-17,4,"1","1",NA,"Gray+","1","POINT (-73.9711607544742 40.774988247642)",-73.9711607544742,40.774988247642,"1","1","0"
"2247","38E-AM-1010-06","38E","1",2018-10-10,6,"1","1","Cinnamon","Gray+Cinnamon","2","POINT (-73.95595201371721 40.7950536287174)",-73.9559520137172,40.7950536287174,"1","1","0"
"2248","6C-AM-1007-04","06C","1",2018-10-07,4,"1","1",NA,"Gray+","2","POINT (-73.9766477027266 40.7712737417779)",-73.9766477027266,40.7712737417779,"5","1","0"
"2249","2C-PM-1013-02","02C","2",2018-10-13,2,"1","1","White","Gray+White","1","POINT (-73.9785709201168 40.7674391934208)",-73.9785709201168,40.7674391934208,"5","0","0"
"2250","33E-PM-1012-03","33E","2",2018-10-12,3,"1","1","White","Gray+White","1","POINT (-73.9589016385889 40.7911727679625)",-73.9589016385889,40.7911727679625,"3","0","0"
"2251","38C-PM-1014-01","38C","2",2018-10-14,1,"1","1","Cinnamon, White","Gray+Cinnamon, White","2","POINT (-73.9587678566254 40.7962656030995)",-73.9587678566254,40.7962656030995,"4","0","1"
"2252","35I-AM-1013-01","35I","1",2018-10-13,1,"1","2","White","Cinnamon+White","2","POINT (-73.9537703231359 40.7915959393814)",-73.9537703231359,40.7915959393814,"4","1","0"
"2253","8E-PM-1008-03","08E","2",2018-10-08,3,"1","1","White","Gray+White","1","POINT (-73.973394428186 40.7722933513053)",-73.973394428186,40.7722933513053,"2","3","0"
"2254","10F-PM-1019-03","10F","2",2018-10-19,3,"2","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9709991016317 40.772575670774806)",-73.9709991016317,40.7725756707748,"2","3","0"
"2255","21F-AM-1018-08","21F","1",2018-10-18,8,"1","2","Gray","Cinnamon+Gray","1","POINT (-73.9642967875857 40.7815652353937)",-73.9642967875857,40.7815652353937,"2","1","0"
"2256","7G-AM-1010-03","07G","1",2018-10-10,3,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9720050204318 40.7699419094168)",-73.9720050204318,40.7699419094168,"1","1","0"
"2257","37G-PM-1007-08","37G","2",2018-10-07,8,"1","1",NA,"Gray+","0","POINT (-73.95431338448 40.7940537582585)",-73.95431338448,40.7940537582585,"3","0","0"
"2258","33I-AM-1008-02","33I","1",2018-10-08,2,"1","1",NA,"Gray+","2","POINT (-73.9547785081171 40.789612183711)",-73.9547785081171,40.789612183711,"4","1","0"
"2259","9B-AM-1010-03","09B","1",2018-10-10,3,"1","1","Cinnamon","Gray+Cinnamon","2","POINT (-73.975565603566 40.7738462518304)",-73.975565603566,40.7738462518304,"1","1","0"
"2260","1D-PM-1007-05","01D","2",2018-10-07,5,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9784685928652 40.7669924015341)",-73.9784685928652,40.7669924015341,"3","1","0"
"2261","31D-AM-1014-07","31D","1",2018-10-14,7,"0","1",NA,"Gray+","1","POINT (-73.9609692861012 40.790502891247)",-73.9609692861012,40.790502891247,"1","2","0"
"2262","32I-AM-1013-03","32I","1",2018-10-13,3,"2","1","Cinnamon","Gray+Cinnamon","2","POINT (-73.9556177490335 40.7888569161537)",-73.9556177490335,40.7888569161537,"4","0","0"
"2263","36E-AM-1013-02","36E","1",2018-10-13,2,"1","1",NA,"Gray+","1","POINT (-73.9569375355884 40.7935398008612)",-73.9569375355884,40.7935398008612,"1","2","0"
"2264","5B-AM-1008-04","05B","1",2018-10-08,4,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9773520582734 40.7708198505781)",-73.9773520582734,40.7708198505781,"0","1","0"
"2265","19A-PM-1013-04","19A","2",2018-10-13,4,"1","1","Black, White","Gray+Black, White","2","POINT (-73.9705260103239 40.78263336865991)",-73.9705260103239,40.7826333686599,"2","1","0"
"2266","3I-PM-1013-08","03I","2",2018-10-13,8,"1","3",NA,"Black+","2","POINT (-73.9716402454355 40.7665133780672)",-73.9716402454355,40.7665133780672,"4","1","0"
"2267","7F-AM-1008-07","07F","1",2018-10-08,7,"1","1",NA,"Gray+","2","POINT (-73.9727926335397 40.77037055775)",-73.9727926335397,40.77037055775,"0","1","0"
"2268","34D-AM-1008-03","34D","1",2018-10-08,3,"1","2","White","Cinnamon+White","1","POINT (-73.9590191655172 40.7926139425111)",-73.9590191655172,40.7926139425111,"1","1","0"
"2269","14E-AM-1008-15","14E","1",2018-10-08,15,"1","1",NA,"Gray+","1","POINT (-73.9695518341907 40.7762145993937)",-73.9695518341907,40.7762145993937,"2","1","0"
"2270","8H-PM-1014-04","08H","2",2018-10-14,4,"1","3",NA,"Black+","1","POINT (-73.97037326492571 40.7701979377103)",-73.9703732649257,40.7701979377103,"2","1","0"
"2271","21D-AM-1008-04","21D","1",2018-10-08,4,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9673949458096 40.78262185394961)",-73.9673949458096,40.7826218539496,"1","2","0"
"2272","37E-PM-1006-03","37E","2",2018-10-06,3,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9569670900695 40.794879285681304)",-73.9569670900695,40.7948792856813,"1","2","0"
"2273","20D-AM-1007-02","20D","1",2018-10-07,2,"1","1",NA,"Gray+","1","POINT (-73.9671534029191 40.7810849804467)",-73.9671534029191,40.7810849804467,"3","0","0"
"2274","7I-PM-1013-06","07I","2",2018-10-13,6,"1","2",NA,"Cinnamon+","1","POINT (-73.9698044218476 40.7697007833531)",-73.9698044218476,40.7697007833531,"2","2","0"
"2275","34B-AM-1013-01","34B","1",2018-10-13,1,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9614218413356 40.7938945058793)",-73.9614218413356,40.7938945058793,"1","3","0"
"2276","32C-AM-1014-06","32C","1",2018-10-14,6,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9611985783336 40.791604823372)",-73.9611985783336,40.791604823372,"1","2","0"
"2277","42E-PM-1012-04","42E","2",2018-10-12,4,"1","1","White","Gray+White","1","POINT (-73.95385121459 40.7981257651433)",-73.95385121459,40.7981257651433,"2","1","0"
"2278","20G-PM-1013-01","20G","2",2018-10-13,1,"1","2","White","Cinnamon+White","1","POINT (-73.964539031099 40.7809916310012)",-73.964539031099,40.7809916310012,"1","2","0"
"2279","40A-PM-1014-04","40A","2",2018-10-14,4,"1","1",NA,"Gray+","1","POINT (-73.9586085858962 40.7990326758282)",-73.9586085858962,40.7990326758282,"1","2","0"
"2280","3D-AM-1006-02","03D","1",2018-10-06,2,"1","2","Gray","Cinnamon+Gray","2","POINT (-73.9767143644151 40.7684756941321)",-73.9767143644151,40.7684756941321,"1","1","0"
"2281","10H-AM-1014-06","10H","1",2018-10-14,6,"0","2",NA,"Cinnamon+","1","POINT (-73.9691520826028 40.7717104037783)",-73.9691520826028,40.7717104037783,"3","0","0"
"2282","17A-PM-1013-03","17A","2",2018-10-13,3,"1","1",NA,"Gray+","2","POINT (-73.9722056538718 40.7805111762703)",-73.9722056538718,40.7805111762703,"0","1","0"
"2283","28D-PM-1019-01","28D","2",2018-10-19,1,"1","1","White","Gray+White","1","POINT (-73.9628982772673 40.7884304803386)",-73.9628982772673,40.7884304803386,"3","1","0"
"2284","16A-AM-1013-02","16A","1",2018-10-13,2,"1","3",NA,"Black+","2","POINT (-73.9730181306326 40.7794601322427)",-73.9730181306326,40.7794601322427,"3","3","0"
"2285","41B-AM-1010-04","41B","1",2018-10-10,4,"1","1","Cinnamon, White","Gray+Cinnamon, White","1","POINT (-73.9576325087936 40.7988448745116)",-73.9576325087936,40.7988448745116,"3","0","0"
"2286","41D-AM-1014-03","41D","1",2018-10-14,3,"1","1","Black, Cinnamon","Gray+Black, Cinnamon","1","POINT (-73.9554415665082 40.7984201416018)",-73.9554415665082,40.7984201416018,"3","1","0"
"2287","1F-PM-1019-01","01F","2",2018-10-19,1,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9768173303165 40.7661261813557)",-73.9768173303165,40.7661261813557,"3","2","0"
"2288","38C-PM-1014-10","38C","2",2018-10-14,10,"2","1","White","Gray+White","2","POINT (-73.9577009571427 40.796126044521)",-73.9577009571427,40.796126044521,"4","2","0"
"2289","3F-AM-1006-08","03F","1",2018-10-06,8,"2","1","Cinnamon, White","Gray+Cinnamon, White","1","POINT (-73.9745800592393 40.767356541975)",-73.9745800592393,40.767356541975,"1","1","0"
"2290","38D-PM-1006-03","38D","2",2018-10-06,3,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9565645716564 40.795903994957705)",-73.9565645716564,40.7959039949577,"2","1","0"
"2291","4E-AM-1020-03","04E","1",2018-10-20,3,"1","2","Black","Cinnamon+Black","1","POINT (-73.9756894776708 40.7681638218212)",-73.9756894776708,40.7681638218212,"3","1","0"
"2292","22C-PM-1006-07","22C","2",2018-10-06,7,"1","1",NA,"Gray+","2","POINT (-73.9669891940463 40.7835635162331)",-73.9669891940463,40.7835635162331,"4","0","0"
"2293","22G-PM-1018-01","22G","2",2018-10-18,1,"1","1","Cinnamon, White","Gray+Cinnamon, White","1","POINT (-73.9630820577441 40.7821632293136)",-73.9630820577441,40.7821632293136,"1","1","0"
"2294","38B-AM-1019-04","38B","1",2018-10-19,4,"1","1",NA,"Gray+","2","POINT (-73.9590632051055 40.7963146584827)",-73.9590632051055,40.7963146584827,"0","1","1"
"2295","19F-PM-1017-02","19F","2",2018-10-17,2,"1","1",NA,"Gray+","1","POINT (-73.965596981561 40.7797738845824)",-73.965596981561,40.7797738845824,"3","1","0"
"2296","3B-AM-1010-07","03B","1",2018-10-10,7,"1","1",NA,"Gray+","2","POINT (-73.9787771053108 40.76935621227501)",-73.9787771053108,40.769356212275,"4","1","0"
"2297","9C-PM-1006-02","09C","2",2018-10-06,2,"1","1","White","Gray+White","2","POINT (-73.9755371849972 40.7733561233828)",-73.9755371849972,40.7733561233828,"5","1","0"
"2298","31E-PM-1006-09","31E","2",2018-10-06,9,"1","1","Cinnamon, White","Gray+Cinnamon, White","1","POINT (-73.9605554843228 40.7901473714024)",-73.9605554843228,40.7901473714024,"2","1","0"
"2299","4B-AM-1010-02","04B","1",2018-10-10,2,"2","2","Gray, White","Cinnamon+Gray, White","2","POINT (-73.9789251806378 40.7699558513225)",-73.9789251806378,40.7699558513225,"4","1","1"
"2300","19C-PM-1018-07","19C","2",2018-10-18,7,"2","1","Cinnamon, White","Gray+Cinnamon, White","1","POINT (-73.968906907671 40.7816278267843)",-73.968906907671,40.7816278267843,"1","0","0"
"2301","8C-PM-1013-01","08C","2",2018-10-13,1,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9754333866435 40.7732390916138)",-73.9754333866435,40.7732390916138,"3","1","0"
"2302","33E-AM-1014-10","33E","1",2018-10-14,10,"2","1","Cinnamon, White","Gray+Cinnamon, White","2","POINT (-73.9589470461357 40.7912817646361)",-73.9589470461357,40.7912817646361,"5","1","0"
"2303","11E-PM-1012-07","11E","2",2018-10-12,7,"1","1","White","Gray+White","1","POINT (-73.9715251156965 40.774621784862)",-73.9715251156965,40.774621784862,"2","1","0"
"2304","12H-PM-1007-05","12H","2",2018-10-07,5,"0","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9679833225379 40.7738547093402)",-73.9679833225379,40.7738547093402,"3","1","0"
"2305","36F-PM-1012-05","36F","2",2018-10-12,5,"1","1","White","Gray+White","1","POINT (-73.956453902485 40.7936584431012)",-73.956453902485,40.7936584431012,"3","1","0"
"2306","14A-PM-1014-02","14A","2",2018-10-14,2,"1","1","Cinnamon, White","Gray+Cinnamon, White","1","POINT (-73.9736997033862 40.778497952406)",-73.9736997033862,40.778497952406,"1","2","0"
"2307","16E-AM-1014-10","16E","1",2018-10-14,10,"1","1","Cinnamon","Gray+Cinnamon","2","POINT (-73.9688574856542 40.7780770207023)",-73.9688574856542,40.7780770207023,"4","0","0"
"2308","14H-PM-1012-04","14H","2",2018-10-12,4,"1","2","Gray","Cinnamon+Gray","1","POINT (-73.966824257293 40.7753405377869)",-73.966824257293,40.7753405377869,"2","1","0"
"2309","12E-AM-1017-01","12E","1",2018-10-17,1,"1","1","Cinnamon, White","Gray+Cinnamon, White","1","POINT (-73.9712863172608 40.774698758184)",-73.9712863172608,40.774698758184,"3","1","0"
"2310","11I-PM-1012-07","11I","2",2018-10-12,7,"2","1",NA,"Gray+","1","POINT (-73.96801718943512 40.7724644426313)",-73.9680171894351,40.7724644426313,"3","0","0"
"2311","2E-PM-1014-01","02E","2",2018-10-14,1,"1","1","White","Gray+White","1","POINT (-73.9765867029226 40.7674304266107)",-73.9765867029226,40.7674304266107,"3","3","0"
"2312","18H-AM-1018-01","18H","1",2018-10-18,1,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9646174034945 40.7781287528262)",-73.9646174034945,40.7781287528262,"1","0","0"
"2313","14H-PM-1012-06","14H","2",2018-10-12,6,"1","1","Cinnamon, White","Gray+Cinnamon, White","1","POINT (-73.9663961415789 40.7750691120996)",-73.9663961415789,40.7750691120996,"2","1","0"
"2314","3D-PM-1010-04","03D","2",2018-10-10,4,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9767849679735 40.768566516928)",-73.9767849679735,40.768566516928,"3","0","0"
"2315","42A-PM-1014-01","42A","2",2018-10-14,1,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.957697363244 40.7997576909042)",-73.957697363244,40.7997576909042,"1","0","0"
"2316","8B-PM-1012-05","08B","2",2018-10-12,5,"1","2","White","Cinnamon+White","1","POINT (-73.9767369686171 40.7735074437085)",-73.9767369686171,40.7735074437085,"4","1","0"
"2317","15G-AM-1008-02","15G","1",2018-10-08,2,"1","1",NA,"Gray+","1","POINT (-73.967458693983 40.7769922522105)",-73.967458693983,40.7769922522105,"1","2","0"
"2318","9B-AM-1010-09","09B","1",2018-10-10,9,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9756870789187 40.7733646782679)",-73.9756870789187,40.7733646782679,"1","0","0"
"2319","38C-AM-1019-02","38C","1",2018-10-19,2,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9576897478787 40.7964695328457)",-73.9576897478787,40.7964695328457,"1","1","0"
"2320","5F-PM-1007-02","05F","2",2018-10-07,2,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9743060404813 40.7687901781431)",-73.9743060404813,40.7687901781431,"3","1","0"
"2321","3H-AM-1008-04","03H","1",2018-10-08,4,"1","3",NA,"Black+","2","POINT (-73.9723677854798 40.7667315410871)",-73.9723677854798,40.7667315410871,"3","0","0"
"2322","9E-AM-1008-04","09E","1",2018-10-08,4,"1","1","White","Gray+White","1","POINT (-73.9728654439465 40.7724853142211)",-73.9728654439465,40.7724853142211,"2","1","0"
"2323","11E-PM-1012-06","11E","2",2018-10-12,6,"1","1","Cinnamon, White","Gray+Cinnamon, White","2","POINT (-73.9715921982161 40.7746153066601)",-73.9715921982161,40.7746153066601,"4","1","0"
"2324","12C-PM-1017-01","12C","2",2018-10-17,1,"2","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9737247632185 40.7759469280872)",-73.9737247632185,40.7759469280872,"1","1","0"
"2325","3H-PM-1014-04","03H","2",2018-10-14,4,"1","3","Cinnamon","Black+Cinnamon","1","POINT (-73.9728360875598 40.7660637295671)",-73.9728360875598,40.7660637295671,"2","1","0"
"2326","10H-PM-1007-02","10H","2",2018-10-07,2,"1","1","White","Gray+White","1","POINT (-73.9691692160865 40.7725330502929)",-73.9691692160865,40.7725330502929,"3","0","0"
"2327","38D-AM-1017-01","38D","1",2018-10-17,1,"0","0",NA,"+","2","POINT (-73.9567801028221 40.7960096659564)",-73.9567801028221,40.7960096659564,"0","0","1"
"2328","23B-PM-1012-03","23B","2",2018-10-12,3,"1","1","White","Gray+White","1","POINT (-73.96786208407411 40.784719027304)",-73.9678620840741,40.784719027304,"5","2","0"
"2329","11D-PM-1006-04","11D","2",2018-10-06,4,"1","3",NA,"Black+","1","POINT (-73.9717515173863 40.7747999274418)",-73.9717515173863,40.7747999274418,"1","2","0"
"2330","11D-AM-1010-02","11D","1",2018-10-10,2,"1","2","Gray, White","Cinnamon+Gray, White","1","POINT (-73.9724618533895 40.7745021602455)",-73.9724618533895,40.7745021602455,"3","2","0"
"2331","8I-AM-1006-06","08I","1",2018-10-06,6,"1","1","White","Gray+White","2","POINT (-73.9694681803635 40.770585795359)",-73.9694681803635,40.770585795359,"3","1","0"
"2332","14D-AM-1014-07","14D","1",2018-10-14,7,"1","1","Cinnamon, White","Gray+Cinnamon, White","1","POINT (-73.9709797467807 40.7769095710679)",-73.9709797467807,40.7769095710679,"3","3","0"
"2333","1E-PM-1007-01","01E","2",2018-10-07,1,"1","1","Cinnamon, White","Gray+Cinnamon, White","1","POINT (-73.9771924901559 40.7666722729471)",-73.9771924901559,40.7666722729471,"3","3","0"
"2334","6D-AM-1008-03","06D","1",2018-10-08,3,"2","1",NA,"Gray+","2","POINT (-73.9754922970511 40.7707686392991)",-73.9754922970511,40.7707686392991,"0","0","0"
"2335","14D-PM-1019-10","14D","2",2018-10-19,10,"1","1",NA,"Gray+","2","POINT (-73.9704679459444 40.7773384236212)",-73.9704679459444,40.7773384236212,"4","2","0"
"2336","40F-PM-1006-01","40F","2",2018-10-06,1,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9531263214136 40.7965675089932)",-73.9531263214136,40.7965675089932,"3","1","0"
"2337","17F-PM-1020-02","17F","2",2018-10-20,2,"1","1","Cinnamon","Gray+Cinnamon","2","POINT (-73.9673490137465 40.7782728130401)",-73.9673490137465,40.7782728130401,"2","2","0"
"2338","11E-AM-1013-01","11E","1",2018-10-13,1,"1","1",NA,"Gray+","1","POINT (-73.9716621112698 40.7742862219469)",-73.9716621112698,40.7742862219469,"4","2","0"
"2339","18C-PM-1018-07","18C","2",2018-10-18,7,"0","1",NA,"Gray+","1","POINT (-73.9695117797648 40.780267574323304)",-73.9695117797648,40.7802675743233,"2","0","0"
"2340","7F-AM-1008-04","07F","1",2018-10-08,4,"1","1","White","Gray+White","1","POINT (-73.9730284815849 40.7702462529502)",-73.9730284815849,40.7702462529502,"5","1","0"
"2341","23C-PM-1014-04","23C","2",2018-10-14,4,"1","1",NA,"Gray+","2","POINT (-73.9665363265054 40.7844967881001)",-73.9665363265054,40.7844967881001,"0","0","0"
"2342","42F-AM-1019-01","42F","1",2018-10-19,1,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9533645762606 40.7983709215535)",-73.9533645762606,40.7983709215535,"0","2","0"
"2343","11D-AM-1010-04","11D","1",2018-10-10,4,"1","1","Cinnamon, White","Gray+Cinnamon, White","1","POINT (-73.9719194877439 40.7748000962909)",-73.9719194877439,40.7748000962909,"2","0","0"
"2344","1D-AM-1006-05","01D","1",2018-10-06,5,"1","2","White","Cinnamon+White","1","POINT (-73.9786310308892 40.7669349368183)",-73.9786310308892,40.7669349368183,"2","0","0"
"2345","27B-PM-1006-01","27B","2",2018-10-06,1,"1","1",NA,"Gray+","1","POINT (-73.965738547469 40.7886962740167)",-73.965738547469,40.7886962740167,"2","2","0"
"2346","41C-PM-1007-03","41C","2",2018-10-07,3,"1","1","White","Gray+White","1","POINT (-73.9562177305881 40.7983413276331)",-73.9562177305881,40.7983413276331,"1","0","0"
"2347","18F-PM-1008-02","18F","2",2018-10-08,2,"1","1",NA,"Gray+","0","POINT (-73.9663124560664 40.779544003786)",-73.9663124560664,40.779544003786,"0","2","0"
"2348","38G-PM-1020-11","38G","2",2018-10-20,11,"1","1","Cinnamon, White","Gray+Cinnamon, White","1","POINT (-73.9531965469704 40.7947437983977)",-73.9531965469704,40.7947437983977,"2","3","0"
"2349","2B-PM-1013-04","02B","2",2018-10-13,4,"1","1","White","Gray+White","1","POINT (-73.980033740004 40.7683608292333)",-73.980033740004,40.7683608292333,"0","0","0"
"2350","42C-AM-1007-01","42C","1",2018-10-07,1,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9564777440695 40.7993068355401)",-73.9564777440695,40.7993068355401,"0","2","0"
"2351","1G-AM-1006-01","01G","1",2018-10-06,1,"1","3",NA,"Black+","1","POINT (-73.9745818450109 40.7654498873627)",-73.9745818450109,40.7654498873627,"5","1","0"
"2352","15B-PM-1017-02","15B","2",2018-10-17,2,"1","1","White","Gray+White","1","POINT (-73.97273103977982 40.7787016773517)",-73.9727310397798,40.7787016773517,"4","2","0"
"2353","32A-PM-1013-04","32A","2",2018-10-13,4,"1","1","White","Gray+White","1","POINT (-73.963623175585 40.7927451068919)",-73.963623175585,40.7927451068919,"3","1","0"
"2354","30B-AM-1007-12","30B","1",2018-10-07,12,"1","1",NA,"Gray+","2","POINT (-73.96367401703081 40.79035382249771)",-73.9636740170308,40.7903538224977,"4","2","0"
"2355","17E-AM-1017-09","17E","1",2018-10-17,9,"1","1",NA,"Gray+","1","POINT (-73.9675309175947 40.7788649926486)",-73.9675309175947,40.7788649926486,"1","1","0"
"2356","34C-AM-1007-02","34C","1",2018-10-07,2,"1","1",NA,"Gray+","2","POINT (-73.9611355303487 40.793069353224)",-73.9611355303487,40.793069353224,"4","1","0"
"2357","32A-PM-1013-06","32A","2",2018-10-13,6,"2","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9632301034883 40.7925707244111)",-73.9632301034883,40.7925707244111,"1","2","0"
"2358","2C-PM-1013-06","02C","2",2018-10-13,6,"1","1","White","Gray+White","1","POINT (-73.9788379085607 40.7683896583055)",-73.9788379085607,40.7683896583055,"3","3","0"
"2359","15D-AM-1007-01","15D","1",2018-10-07,1,"1","1",NA,"Gray+","1","POINT (-73.9700785314537 40.777714111862)",-73.9700785314537,40.777714111862,"3","1","0"
"2360","30H-AM-1007-01","30H","1",2018-10-07,1,"1","1",NA,"Gray+","1","POINT (-73.9573325001041 40.7874662104558)",-73.9573325001041,40.7874662104558,"3","1","0"
"2361","15C-AM-1010-02","15C","1",2018-10-10,2,"1","1",NA,"Gray+","2","POINT (-73.9708032298419 40.77842656745441)",-73.9708032298419,40.7784265674544,"4","1","0"
"2362","7H-PM-1006-07","07H","2",2018-10-06,7,"1","1",NA,"Gray+","2","POINT (-73.9700263936574 40.7699335098581)",-73.9700263936574,40.7699335098581,"5","1","0"
"2363","9H-AM-1006-06","09H","1",2018-10-06,6,"1","1","White","Gray+White","1","POINT (-73.9690638424196 40.7713869295685)",-73.9690638424196,40.7713869295685,"3","1","0"
"2364","32E-PM-1017-02","32E","2",2018-10-17,2,"1","1",NA,"Gray+","1","POINT (-73.9587183039085 40.7909209137969)",-73.9587183039085,40.7909209137969,"3","1","0"
"2365","15F-AM-1007-05","15F","1",2018-10-07,5,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9688773306324 40.7766669852358)",-73.9688773306324,40.7766669852358,"1","2","0"
"2366","16F-PM-1013-04","16F","2",2018-10-13,4,"1","1","Cinnamon","Gray+Cinnamon","2","POINT (-73.9676191846985 40.777641740817)",-73.9676191846985,40.777641740817,"4","2","0"
"2367","14G-AM-1012-04","14G","1",2018-10-12,4,"1","2","Black","Cinnamon+Black","1","POINT (-73.9681671864047 40.7753770538635)",-73.9681671864047,40.7753770538635,"3","1","0"
"2368","11D-PM-1006-02","11D","2",2018-10-06,2,"2","1","Cinnamon","Gray+Cinnamon","2","POINT (-73.9731925179247 40.7748962746181)",-73.9731925179247,40.7748962746181,"4","1","0"
"2369","1B-AM-1012-08","01B","1",2018-10-12,8,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9801956082236 40.767836440957)",-73.9801956082236,40.767836440957,"5","1","0"
"2370","30H-AM-1007-02","30H","1",2018-10-07,2,"1","1",NA,"Gray+","1","POINT (-73.9573119777312 40.7875347862766)",-73.9573119777312,40.7875347862766,"2","0","0"
"2371","9A-AM-1013-01","09A","1",2018-10-13,1,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.9769520212123 40.774006725863)",-73.9769520212123,40.774006725863,"1","2","0"
"2372","8F-PM-1012-07","08F","2",2018-10-12,7,"1","1","Cinnamon","Gray+Cinnamon","2","POINT (-73.9724879969884 40.771098202397)",-73.9724879969884,40.771098202397,"4","0","0"
"2373","35B-PM-1013-03","35B","2",2018-10-13,3,"1","1",NA,"Gray+","1","POINT (-73.96132768020492 40.7943813964442)",-73.9613276802049,40.7943813964442,"1","2","0"
"2374","38F-AM-1018-06","38F","1",2018-10-18,6,"1","1","Cinnamon","Gray+Cinnamon","1","POINT (-73.95513705862011 40.7946465469021)",-73.9551370586201,40.7946465469021,"0","2","0"
"2375","31I-PM-1019-01","31I","2",2018-10-19,1,"1","1",NA,"Gray+","1","POINT (-73.9563720614251 40.7879453306251)",-73.9563720614251,40.7879453306251,"3","1","0"
"2376","32E-PM-1017-11","32E","2",2018-10-17,11,"1","1",NA,"Gray+","1","POINT (-73.9594204646985 40.7905923765213)",-73.9594204646985,40.7905923765213,"2","0","0"
